0,0
12,5
21,6
102,5
111,5
120,5
201,5
210,6
222,5
1002,6
1011,5
1020,5
1101,5
1110,5
1122,6
1200,5
1212,3
1221,6
2001,5
2010,5
2022,5
2100,6
2112,6
2121,3
2202,5
2211,6
2220,5
10002,5
10011,4
10020,4
10101,3
10110,4
10122,5
10200,5
10212,3
10221,3
11001,3
11010,4
11022,4
11100,4
11112,5
11121,4
11202,4
11211,5
11220,5
12000,4
12012,5
12021,4
12102,4
12111,5
12120,4
12201,4
12210,4
12222,6
20001,5
20010,4
20022,3
20100,5
20112,4
20121,4
20202,3
20211,4
20220,4
21000,4
21012,4
21021,4
21102,3
21111,6
21120,5
21201,5
21210,4
21222,4
22002,4
22011,5
22020,4
22101,3
22110,4
22122,5
22200,4
22212,5
22221,5
100002,4
100011,3
100020,5
100101,4
100110,4
100122,5
100200,4
100212,4
100221,4
101001,4
101010,3
101022,4
101100,4
101112,5
101121,5
101202,4
101211,4
101220,5
102000,5
102012,4
102021,4
102102,4
102111,5
102120,3
102201,5
102210,3
102222,6
110001,3
110010,4
110022,5
110100,4
110112,5
110121,4
110202,5
110211,5
110220,5
111000,4
111012,4
111021,5
111102,5
111111,5
111120,6
111201,5
111210,5
111222,4
112002,5
112011,5
112020,5
112101,5
112110,5
112122,5
112200,6
112212,4
112221,5
120000,6
120012,5
120021,1
120102,4
120111,5
120120,4
120201,5
120210,2
120222,5
121002,2
121011,5
121020,5
121101,5
121110,4
121122,4
121200,5
121212,5
121221,5
122001,4
122010,4
122022,5
122100,2
122112,5
122121,5
122202,4
122211,4
122220,5
200001,4
200010,5
200022,4
200100,4
200112,5
200121,4
200202,4
200211,4
200220,3
201000,5
201012,3
201021,3
201102,4
201111,6
201120,4
201201,5
201210,4
201222,5
202002,4
202011,5
202020,3
202101,4
202110,4
202122,5
202200,4
202212,5
202221,4
210000,5
210012,3
210021,5
210102,5
210111,4
210120,4
210201,5
210210,4
210222,4
211002,4
211011,4
211020,5
211101,5
211110,5
211122,5
211200,4
211212,5
211221,5
212001,4
212010,5
212022,4
212100,5
212112,6
212121,5
212202,5
212211,5
212220,5
220002,4
220011,5
220020,3
220101,5
220110,5
220122,5
220200,4
220212,4
220221,5
221001,5
221010,5
221022,5
221100,6
221112,4
221121,5
221202,5
221211,4
221220,5
222000,4
222012,5
222021,4
222102,5
222111,5
222120,5
222201,6
222210,5
222222,5
1000002,5
1000011,4
1000020,4
1000101,3
1000110,3
1000122,4
1000200,5
1000212,4
1000221,4
1001001,4
1001010,4
1001022,4
1001100,4
1001112,5
1001121,5
1001202,3
1001211,5
1001220,5
1002000,4
1002012,5
1002021,4
1002102,3
1002111,4
1002120,4
1002201,5
1002210,4
1002222,6
1010001,3
1010010,4
1010022,5
1010100,3
1010112,4
1010121,5
1010202,2
1010211,4
1010220,5
1011000,4
1011012,4
1011021,4
1011102,4
1011111,4
1011120,5
1011201,4
1011210,4
1011222,4
1012002,5
1012011,5
1012020,3
1012101,5
1012110,4
1012122,5
1012200,5
1012212,4
1012221,5
1020000,5
1020012,5
1020021,5
1020102,5
1020111,4
1020120,5
1020201,5
1020210,5
1020222,4
1021002,4
1021011,5
1021020,4
1021101,5
1021110,4
1021122,5
1021200,5
1021212,4
1021221,5
1022001,5
1022010,4
1022022,4
1022100,4
1022112,5
1022121,4
1022202,5
1022211,5
1022220,5
1100001,4
1100010,3
1100022,5
1100100,4
1100112,5
1100121,4
1100202,5
1100211,5
1100220,5
1101000,4
1101012,5
1101021,5
1101102,5
1101111,5
1101120,5
1101201,6
1101210,4
1101222,5
1102002,6
1102011,5
1102020,5
1102101,5
1102110,5
1102122,4
1102200,5
1102212,5
1102221,4
1110000,5
1110012,4
1110021,5
1110102,5
1110111,4
1110120,4
1110201,4
1110210,5
1110222,5
1111002,5
1111011,3
1111020,5
1111101,4
1111110,4
1111122,5
1111200,5
1111212,4
1111221,4
1112001,5
1112010,4
1112022,5
1112100,4
1112112,4
1112121,3
1112202,6
1112211,5
1112220,5
1120002,3
1120011,5
1120020,4
1120101,4
1120110,5
1120122,3
1120200,4
1120212,2
1120221,5
1121001,5
1121010,4
1121022,5
1121100,5
1121112,4
1121121,4
1121202,3
1121211,4
1121220,4
1122000,4
1122012,4
1122021,3
1122102,5
1122111,3
1122120,3
1122201,4
1122210,5
1122222,5
1200000,6
1200012,4
1200021,2
1200102,4
1200111,5
1200120,5
1200201,5
1200210,1
1200222,5
1201002,2
1201011,5
1201020,4
1201101,4
1201110,5
1201122,5
1201200,4
1201212,5
1201221,4
1202001,5
1202010,5
1202022,4
1202100,2
1202112,4
1202121,5
1202202,5
1202211,5
1202220,5
1210002,3
1210011,4
1210020,4
1210101,5
1210110,4
1210122,4
1210200,4
1210212,6
1210221,2
1211001,5
1211010,4
1211022,3
1211100,5
1211112,5
1211121,5
1211202,5
1211211,4
1211220,4
1212000,4
1212012,5
1212021,5
1212102,3
1212111,4
1212120,5
1212201,5
1212210,3
1212222,4
1220001,4
1220010,4
1220022,5
1220100,3
1220112,3
1220121,2
1220202,4
1220211,5
1220220,5
1221000,4
1221012,3
1221021,5
1221102,5
1221111,5
1221120,4
1221201,4
1221210,3
1221222,3
1222002,5
1222011,4
1222020,4
1222101,3
1222110,5
1222122,4
1222200,5
1222212,4
1222221,4
2000001,5
2000010,4
2000022,4
2000100,5
2000112,5
2000121,3
2000202,3
2000211,3
2000220,4
2001000,4
2001012,4
2001021,4
2001102,4
2001111,6
2001120,5
2001201,4
2001210,4
2001222,5
2002002,4
2002011,5
2002020,4
2002101,4
2002110,4
2002122,5
2002200,3
2002212,4
2002221,5
2010000,5
2010012,5
2010021,4
2010102,5
2010111,5
2010120,5
2010201,5
2010210,4
2010222,5
2011002,5
2011011,4
2011020,4
2011101,4
2011110,5
2011122,5
2011200,5
2011212,4
2011221,5
2012001,5
2012010,4
2012022,5
2012100,5
2012112,5
2012121,4
2012202,4
2012211,5
2012220,4
2020002,3
2020011,5
2020020,4
2020101,2
2020110,5
2020122,4
2020200,3
2020212,5
2020221,4
2021001,5
2021010,3
2021022,4
2021100,5
2021112,5
2021121,4
2021202,5
2021211,5
2021220,5
2022000,4
2022012,5
2022021,4
2022102,4
2022111,4
2022120,4
2022201,4
2022210,4
2022222,4
2100000,5
2100012,4
2100021,4
2100102,5
2100111,4
2100120,3
2100201,5
2100210,5
2100222,4
2101002,5
2101011,5
2101020,5
2101101,5
2101110,4
2101122,6
2101200,4
2101212,5
2101221,5
2102001,4
2102010,5
2102022,5
2102100,4
2102112,5
2102121,5
2102202,5
2102211,5
2102220,4
2110002,5
2110011,5
2110020,5
2110101,4
2110110,5
2110122,6
2110200,4
2110212,4
2110221,3
2111001,5
2111010,5
2111022,4
2111100,6
2111112,5
2111121,5
2111202,5
2111211,5
2111220,6
2112000,5
2112012,6
2112021,4
2112102,4
2112111,4
2112120,5
2112201,6
2112210,4
2112222,5
2120001,4
2120010,4
2120022,4
2120100,3
2120112,4
2120121,6
2120202,5
2120211,2
2120220,4
2121000,4
2121012,5
2121021,3
2121102,3
2121111,4
2121120,5
2121201,5
2121210,5
2121222,4
2122002,5
2122011,4
2122020,4
2122101,5
2122110,3
2122122,5
2122200,5
2122212,5
2122221,4
2200002,4
2200011,5
2200020,4
2200101,5
2200110,5
2200122,5
2200200,3
2200212,4
2200221,5
2201001,6
2201010,5
2201022,5
2201100,5
2201112,5
2201121,4
2201202,5
2201211,5
2201220,5
2202000,4
2202012,6
2202021,5
2202102,5
2202111,4
2202120,4
2202201,5
2202210,5
2202222,5
2210001,4
2210010,5
2210022,5
2210100,5
2210112,6
2210121,4
2210202,4
2210211,3
2210220,5
2211000,5
2211012,5
2211021,4
2211102,4
2211111,5
2211120,6
2211201,6
2211210,4
2211222,4
2212002,6
2212011,6
2212020,5
2212101,5
2212110,4
2212122,5
2212200,5
2212212,5
2212221,5
2220000,5
2220012,4
2220021,5
2220102,5
2220111,5
2220120,4
2220201,4
2220210,5
2220222,4
2221002,4
2221011,5
2221020,4
2221101,6
2221110,5
2221122,4
2221200,5
2221212,3
2221221,5
2222001,5
2222010,5
2222022,4
2222100,5
2222112,5
2222121,4
2222202,4
2222211,4
2222220,3
10000002,4
10000011,4
10000020,5
10000101,4
10000110,4
10000122,5
10000200,4
10000212,4
10000221,4
10001001,4
10001010,3
10001022,3
10001100,3
10001112,4
10001121,5
10001202,4
10001211,5
10001220,4
10002000,5
10002012,5
10002021,3
10002102,4
10002111,5
10002120,4
10002201,5
10002210,4
10002222,6
10010001,4
10010010,4
10010022,5
10010100,4
10010112,6
10010121,5
10010202,5
10010211,5
10010220,6
10011000,3
10011012,4
10011021,5
10011102,5
10011111,5
10011120,5
10011201,5
10011210,5
10011222,5
10012002,5
10012011,5
10012020,5
10012101,4
10012110,5
10012122,4
10012200,5
10012212,5
10012221,4
10020000,5
10020012,4
10020021,4
10020102,5
10020111,5
10020120,4
10020201,5
10020210,5
10020222,5
10021002,5
10021011,4
10021020,5
10021101,4
10021110,5
10021122,5
10021200,4
10021212,5
10021221,5
10022001,3
10022010,5
10022022,4
10022100,4
10022112,5
10022121,5
10022202,4
10022211,6
10022220,5
10100001,4
10100010,3
10100022,5
10100100,4
10100112,5
10100121,4
10100202,3
10100211,4
10100220,5
10101000,3
10101012,5
10101021,4
10101102,4
10101111,4
10101120,4
10101201,5
10101210,5
10101222,5
10102002,5
10102011,4
10102020,2
10102101,4
10102110,4
10102122,4
10102200,5
10102212,5
10102221,4
10110000,5
10110012,4
10110021,5
10110102,5
10110111,4
10110120,5
10110201,4
10110210,4
10110222,5
10111002,5
10111011,4
10111020,4
10111101,3
10111110,4
10111122,4
10111200,5
10111212,3
10111221,5
10112001,4
10112010,5
10112022,5
10112100,5
10112112,5
10112121,4
10112202,5
10112211,4
10112220,6
10120002,4
10120011,4
10120020,4
10120101,4
10120110,5
10120122,4
10120200,4
10120212,5
10120221,3
10121001,4
10121010,5
10121022,2
10121100,5
10121112,5
10121121,4
10121202,5
10121211,4
10121220,5
10122000,3
10122012,4
10122021,6
10122102,3
10122111,5
10122120,5
10122201,5
10122210,3
10122222,4
10200000,5
10200012,5
10200021,4
10200102,4
10200111,5
10200120,5
10200201,4
10200210,5
10200222,4
10201002,4
10201011,5
10201020,5
10201101,4
10201110,4
10201122,5
10201200,5
10201212,4
10201221,5
10202001,5
10202010,5
10202022,5
10202100,5
10202112,5
10202121,4
10202202,5
10202211,5
10202220,4
10210002,5
10210011,5
10210020,4
10210101,5
10210110,6
10210122,6
10210200,5
10210212,5
10210221,4
10211001,5
10211010,4
10211022,3
10211100,5
10211112,5
10211121,5
10211202,4
10211211,4
10211220,6
10212000,5
10212012,6
10212021,4
10212102,4
10212111,5
10212120,5
10212201,6
10212210,4
10212222,5
10220001,5
10220010,5
10220022,5
10220100,5
10220112,6
10220121,4
10220202,5
10220211,4
10220220,5
10221000,4
10221012,4
10221021,3
10221102,4
10221111,5
10221120,6
10221201,6
10221210,5
10221222,5
10222002,5
10222011,6
10222020,4
10222101,5
10222110,4
10222122,4
10222200,6
10222212,5
10222221,5
11000001,4
11000010,4
11000022,6
11000100,3
11000112,5
11000121,5
11000202,5
11000211,5
11000220,5
11001000,4
11001012,5
11001021,5
11001102,5
11001111,5
11001120,5
11001201,5
11001210,4
11001222,4
11002002,5
11002011,6
11002020,5
11002101,4
11002110,5
11002122,5
11002200,5
11002212,4
11002221,5
11010000,5
11010012,5
11010021,4
11010102,4
11010111,4
11010120,5
11010201,5
11010210,5
11010222,6
11011002,5
11011011,4
11011020,4
11011101,4
11011110,3
11011122,5
11011200,4
11011212,4
11011221,4
11012001,4
11012010,5
11012022,5
11012100,5
11012112,4
11012121,3
11012202,5
11012211,5
11012220,5
11020002,4
11020011,6
11020020,5
11020101,4
11020110,5
11020122,6
11020200,5
11020212,5
11020221,4
11021001,5
11021010,5
11021022,4
11021100,5
11021112,5
11021121,4
11021202,4
11021211,5
11021220,6
11022000,5
11022012,6
11022021,5
11022102,3
11022111,5
11022120,4
11022201,6
11022210,4
11022222,5
11100000,5
11100012,5
11100021,5
11100102,4
11100111,3
11100120,4
11100201,5
11100210,5
11100222,5
11101002,4
11101011,4
11101020,5
11101101,4
11101110,4
11101122,4
11101200,4
11101212,3
11101221,5
11102001,5
11102010,4
11102022,6
11102100,5
11102112,5
11102121,4
11102202,5
11102211,4
11102220,5
11110002,6
11110011,5
11110020,6
11110101,4
11110110,5
11110122,5
11110200,6
11110212,4
11110221,5
11111001,5
11111010,4
11111022,5
11111100,5
11111112,4
11111121,4
11111202,4
11111211,4
11111220,5
11112000,6
11112012,5
11112021,4
11112102,5
11112111,4
11112120,4
11112201,5
11112210,5
11112222,5
11120001,5
11120010,4
11120022,5
11120100,5
11120112,5
11120121,4
11120202,5
11120211,4
11120220,4
11121000,5
11121012,5
11121021,4
11121102,4
11121111,4
11121120,4
11121201,5
11121210,4
11121222,5
11122002,4
11122011,5
11122020,4
11122101,5
11122110,3
11122122,5
11122200,5
11122212,5
11122221,6
11200002,4
11200011,5
11200020,3
11200101,4
11200110,5
11200122,4
11200200,4
11200212,3
11200221,5
11201001,5
11201010,4
11201022,5
11201100,5
11201112,3
11201121,4
11201202,3
11201211,4
11201220,3
11202000,4
11202012,4
11202021,3
11202102,5
11202111,4
11202120,2
11202201,4
11202210,5
11202222,5
11210001,5
11210010,5
11210022,4
11210100,4
11210112,5
11210121,5
11210202,4
11210211,4
11210220,5
11211000,5
11211012,5
11211021,4
11211102,3
11211111,4
11211120,5
11211201,4
11211210,4
11211222,5
11212002,5
11212011,5
11212020,5
11212101,4
11212110,4
11212122,5
11212200,4
11212212,6
11212221,5
11220000,6
11220012,5
11220021,4
11220102,5
11220111,4
11220120,5
11220201,5
11220210,5
11220222,5
11221002,5
11221011,5
11221020,5
11221101,4
11221110,5
11221122,3
11221200,5
11221212,5
11221221,4
11222001,6
11222010,5
11222022,4
11222100,4
11222112,4
11222121,6
11222202,5
11222211,4
